BJ;EBDL;OB;PERSNR;WTT;WMM;GESCHL;GEBTT;GEBMM;GEBJJJJ;GEBLAND;WGEM;PAR;BSTAAT;FAMST;KONVFL;KONVFL_A;PAR_A;ALTER;ALT31;BERQ
2005;6;;;;7;1;;;1961;5;6;101;13;2; ; ;101;43;44;3
2005;3;;;;8;1;;;1974;8;3;101;8;2; ; ;101;31;31;3
2005;6;;;;7;1;;;1988;5;6;711;15;1; ; ;101;17;17;3
2005;4;;;;6;1;;;1969;5;4;160;11;2; ; ;101;35;36;2
2005;4;;;;6;1;;;1966;5;4;120;13;2; ; ;120;38;39;2
2005;6;;;;7;1;;;1946;9;6;101;41;2; ; ;101;59;59;3
2005;7;;;;6;1;;;1966;9;7;414;650;3;1;1;414;39;39;2
2005;7;;;;4;1;;;1973;9;7;111;205;2; ; ;111;31;32;2
2005;6;;;;7;1;;;1961;9;6;101;200;2; ; ;101;43;44;3
2005;6;;;;7;1;;;1956;9;6;417;357;4; ; ;417;49;49;3
2005;9;;;;5;1;;;1987;9;9;124;200;1; ; ;124;17;18;2
2005;3;;;;8;1;;;1991;1;3;711;8;1; ; ;101;14;14;3
2005;9;;;;5;1;;;1964;9;9;160;11;2; ; ;101;40;41;2
2005;6;;;;7;1;;;1985;5;6;417;13;1; ; ;417;19;20;3
2005;4;;;;6;1;;;1985;8;4;101;8;1; ; ;101;19;20;2
2005;6;;;;7;1;;;1977;5;6;101;13;2; ; ;101;27;28;3
2005;9;;;;1;1;;;1974;9;9;414;657;1;1;1;414;31;31;1
2005;3;;;;11;1;;;1972;8;3;101;8;2; ; ;101;33;33;4
2005;3;;;;5;1;;;1985;8;3;101;8;1; ; ;101;20;20;2
2005;9;;;;2;1;;;1994;1;9;711;15;1; ; ;111;10;11;1
2005;4;;;;6;1;;;1966;8;4;120;8;2; ; ;120;39;39;2
2005;9;;;;5;1;;;1979;9;9;111;656;2; ; ;111;25;26;2
2005;7;;;;12;1;;;1963;9;7;101;13;2; ; ;101;42;42;4
2005;6;;;;7;1;;;1952;5;6;101;11;2; ; ;101;52;53;3
2005;3;;;;7;1;;;1985;5;3;101;15;1; ; ;101;20;20;3
2005;3;;;;5;1;;;1998;1;3;711;8;1; ; ;101;6;7;2
2005;7;;;;10;1;;;1962;9;7;101;13;2; ; ;101;43;43;4
2005;9;;;;1;1;;;2001;1;9;711;13;1; ; ;101;3;4;1
2005;4;;;;6;1;;;1968;8;4;101;8;2; ; ;101;36;37;2
2005;7;;;;10;1;;;1944;4;7;101;4;1;1;1;101;60;61;4
2005;6;;;;7;1;;;2000;1;6;711;304;1; ; ;101;5;5;3
2005;3;;;;5;1;;;1992;1;3;711;8;1; ; ;101;12;13;2
2005;6;;;;7;1;;;1991;5;6;711;11;1; ; ;101;13;14;3
2005;7;;;;7;1;;;1994;1;7;711;13;1; ; ;101;10;11;3
2005;4;;;;6;1;;;1980;1;4;120;13;1; ; ;120;25;25;2
2005;4;;;;6;1;;;1996;9;4;711;233;1;1;1;414;8;9;2
2005;7;;;;12;1;;;1971;8;7;101;8;2; ; ;101;34;34;4
2005;9;;;;9;1;;;1981;5;9;101;13;4; ; ;101;23;24;3
2005;6;;;;7;1;;;1980;8;6;101;8;1; ; ;101;25;25;3
2005;9;;;;3;1;;;1987;8;9;711;8;1; ; ;101;17;18;1
2005;7;;;;5;1;;;1990;8;7;124;8;1; ; ;124;14;15;2
2005;4;;;;6;1;;;1968;5;4;101;11;1; ; ;101;37;37;2
2005;3;;;;5;1;;;1964;8;3;101;8;2; ; ;101;41;41;2
2005;4;;;;6;1;;;1979;1;4;101;15;1; ; ;101;26;26;2
2005;7;;;;12;1;;;1962;8;7;101;8;2; ; ;101;43;43;4
2005;6;;;;7;1;;;2000;1;6;712;552;1; ; ;101;4;5;3
2005;6;;;;7;1;;;1958;9;6;101;41;2; ; ;101;47;47;3
2005;9;;;;7;1;;;1970;9;9;101;15;1; ; ;101;35;35;3
2005;3;;;;4;1;;;1991;8;3;711;8;1; ; ;101;13;14;2
2005;9;;;;1;1;;;1981;9;9;101;13;1; ; ;101;23;24;1
2005;7;;;;8;1;;;1987;8;7;124;8;1; ; ;124;17;18;3
2005;6;;;;7;1;;;1950;5;6;111;13;2; ; ;111;55;55;3
2005;6;;;;7;1;;;1992;5;6;711;13;1; ; ;101;12;13;3
2005;9;;;;3;1;;;1972;9;9;101;15;4; ; ;101;32;33;1
2005;3;;;;8;1;;;1981;8;3;111;8;2; ; ;111;23;24;3
2005;7;;;;6;1;;;1993;1;7;101;8;1; ; ;101;11;12;2
2005;6;;;;7;1;;;1958;8;6;101;8;2; ; ;101;47;47;3
2005;4;;;;6;1;;;2001;1;4;711;15;1; ; ;120;4;4;2
2005;7;;;;9;1;;;1991;8;7;124;8;1; ; ;124;14;14;3
2005;3;;;;5;1;;;1997;8;3;711;8;1; ; ;101;8;8;2
2005;3;;;;5;1;;;1996;8;3;711;8;1; ; ;101;9;9;2
2005;7;;;;3;1;;;1997;1;7;124;8;1; ; ;124;7;8;1
2005;6;;;;7;1;;;1992;9;6;124;312;1; ; ;124;13;13;3
2005;4;;;;6;1;;;2001;1;4;711;8;1; ; ;120;3;4;2
2005;6;;;;7;1;;;1995;8;6;711;8;1; ; ;101;9;10;3
2005;7;;;;7;1;;;1984;9;7;101;13;1; ; ;101;20;21;3
2005;3;;;;10;1;;;1971;8;3;101;8;2; ; ;101;34;34;4
2005;9;;;;5;1;;;2000;1;9;711;15;1; ; ;101;4;5;2
2005;6;;;;8;1;;;1970;5;6;417;14;2; ; ;417;35;35;3
2005;4;;;;6;1;;;1988;5;4;711;11;1; ; ;101;17;17;2
2005;6;;;;8;1;;;1993;8;6;711;8;1; ; ;120;12;12;3
2005;7;;;;11;1;;;1975;5;7;101;15;2; ; ;101;30;30;4
2005;9;;;;3;1;;;1948;9;9;101;662;2; ; ;101;56;57;1
2005;3;;;;3;1;;;2003;1;3;711;8;1; ; ;101;1;2;1
2005;6;;;;8;1;;;2002;1;6;711;13;1; ; ;101;3;3;3
2005;4;;;;6;1;;;1947;5;4;101;15;2; ; ;101;57;58;2
2005;6;;;;8;1;;;1993;1;6;711;20;1; ; ;101;12;12;3
2005;9;;;;1;1;;;1989;9;9;711;15;1; ; ;101;15;16;1
2005;9;;;;5;1;;;1963;9;9;160;13;2; ; ;101;42;42;2
2005;3;;;;4;1;;;1993;1;3;711;8;1; ; ;101;11;12;2
2005;9;;;;11;1;;;1997;1;9;711;13;1; ; ;101;8;8;4
2005;4;;;;6;1;;;1995;9;4;124;41;1; ; ;124;10;10;2
2005;6;;;;8;1;;;1969;5;6;101;13;2; ; ;101;36;36;3
2005;9;;;;12;1;;;1991;9;9;711;15;1; ; ;121;14;14;4
2005;6;;;;8;1;;;1955;8;6;101;8;2; ; ;101;50;50;3
2005;7;;;;8;1;;;1989;1;7;124;15;1; ; ;124;16;16;3
2005;4;;;;6;1;;;1964;8;4;101;8;2; ; ;101;40;41;2
2005;4;;;;6;1;;;1987;9;4;711;760;1; ; ;111;17;18;2
2005;6;;;;8;1;;;1959;5;6;101;14;2; ; ;101;45;46;3
2005;9;;;;2;1;;;1988;9;9;711;15;1; ; ;101;16;17;1
2005;3;;;;5;1;;;1994;1;3;711;15;1; ; ;101;10;11;2
2005;6;;;;8;1;;;1974;1;6;120;8;2; ; ;120;30;31;3
2005;4;;;;6;1;;;1968;8;4;120;8;2; ; ;120;37;37;2
2005;3;;;;1;1;;;1971;5;3;414;15;2;1;1;414;33;34;1
2005;9;;;;9;1;;;1982;1;9;120;15;1; ; ;120;23;23;3
2005;4;;;;6;1;;;1992;9;4;711;751;1;1;1;414;13;13;2
2005;6;;;;8;1;;;1999;1;6;711;11;1; ; ;101;6;6;3
2005;6;;;;8;1;;;1992;1;6;711;13;1; ; ;101;12;13;3
2005;3;;;;5;1;;;1959;5;3;101;13;2; ; ;101;46;46;2
2005;9;;;;12;1;;;1974;9;9;111;312;2; ; ;111;31;31;4
2005;6;;;;8;1;;;1959;5;6;101;13;2; ; ;101;45;46;3
2005;7;;;;12;1;;;1982;9;7;101;13;1; ; ;101;23;23;4
2005;7;;;;8;1;;;1995;1;7;711;15;1; ; ;101;9;10;3
2005;9;;;;1;1;;;1974;9;9;111;13;2; ; ;111;30;31;1
2005;3;;;;11;1;;;1960;5;3;101;15;4; ; ;101;45;45;4
2005;3;;;;5;1;;;1989;1;3;711;8;1; ; ;101;16;16;2
2005;7;;;;5;1;;;2004;9;7;124;220;1; ; ;124;0;1;2
2005;6;;;;8;1;;;1966;5;6;160;13;2; ; ;101;39;39;3
2005;6;;;;8;1;;;2000;1;6;711;304;1; ; ;101;4;5;3
2005;4;;;;6;1;;;1997;1;4;712;11;1; ; ;413;7;8;2
2005;3;;;;9;1;;;1996;1;3;711;8;1; ; ;101;9;9;3
2005;9;;;;10;1;;;1990;5;9;711;13;1; ; ;101;15;15;4
2005;4;;;;6;1;;;1967;8;4;120;8;2; ; ;120;38;38;2
2005;4;;;;6;1;;;1997;1;4;711;13;1; ; ;101;7;8;2
2005;6;;;;8;1;;;1998;1;6;711;312;1; ; ;101;6;7;3
2005;7;;;;12;1;;;1996;9;7;711;304;1; ; ;111;9;9;4
2005;3;;;;9;1;;;1969;5;3;111;14;2; ; ;111;36;36;3
2005;3;;;;12;1;;;1992;5;3;711;14;1; ; ;101;13;13;4
2005;6;;;;8;1;;;1965;8;6;111;8;2; ; ;111;39;40;3
2005;7;;;;11;1;;;1995;9;7;711;751;1; ;1;414;10;10;4
2005;9;;;;2;1;;;1988;9;9;711;14;1; ; ;101;16;17;1
2005;7;;;;11;1;;;1987;9;7;124;304;1; ; ;124;18;18;4
2005;4;;;;6;1;;;1964;8;4;101;8;2; ; ;101;41;41;2
2005;4;;;;6;1;;;1981;5;4;101;13;2; ; ;101;24;24;2
2005;7;;;;10;1;;;1974;1;7;415;2;1; ; ;415;30;31;4
2005;6;;;;8;1;;;1991;1;6;711;8;1; ; ;101;13;14;3
2005;9;;;;4;1;;;1962;9;9;111;13;2; ; ;111;43;43;2
2005;3;;;;11;1;;;1992;5;3;711;13;1; ; ;101;13;13;4
2005;3;;;;4;1;;;1976;8;3;160;8;2; ; ;101;28;29;2
2005;9;;;;2;1;;;1977;9;9;417;23;2; ; ;417;27;28;1
2005;7;;;;8;1;;;1997;1;7;124;15;1; ; ;124;8;8;3
2005;7;;;;12;1;;;1953;9;7;101;13;2; ; ;101;52;52;4
2005;4;;;;6;1;;;1995;1;4;711;13;1; ; ;101;10;10;2
2005;9;;;;6;1;;;1964;9;9;111;751;2; ; ;111;40;41;2
2005;9;;;;1;1;;;1953;9;9;101;664;2; ; ;101;51;52;1
2005;3;;;;6;1;;;1996;1;3;711;8;1; ; ;101;8;9;2
2005;6;;;;8;1;;;1965;5;6;101;13;2; ; ;101;40;40;3
2005;6;;;;8;1;;;1970;9;6;111;205;2; ; ;111;35;35;3
2005;3;;;;10;1;;;1994;1;3;711;8;1; ; ;101;11;11;4
2005;3;;;;5;1;;;1996;1;3;711;8;1; ; ;101;8;9;2
2005;4;;;;6;1;;;1965;9;4;414;657;2;1;1;414;40;40;2
2005;4;;;;6;1;;;1968;9;4;160;41;2; ; ;101;37;37;2
2005;7;;;;12;1;;;1996;9;7;711;656;1; ; ;111;9;9;4
2005;9;;;;1;1;;;1977;9;9;413;15;4; ; ;413;27;28;1
2005;7;;;;12;1;;;2001;1;7;711;13;1; ; ;101;4;4;4
2005;6;;;;8;1;;;1968;5;6;101;15;2; ; ;101;37;37;3
2005;4;;;;6;1;;;1961;8;4;101;8;2; ; ;101;43;44;2
2005;4;;;;6;1;;;1999;5;4;711;15;1; ; ;101;6;6;2
2005;7;;;;11;1;;;2001;1;7;416;2;1; ; ;416;4;4;4
2005;9;;;;1;1;;;1976;9;9;111;656;2; ; ;111;28;29;1
2005;3;;;;6;1;;;1985;8;3;101;8;1; ; ;101;20;20;2
2005;9;;;;2;1;;;1991;9;9;711;13;1; ; ;101;13;14;1
2005;6;;;;8;1;;;2002;9;6;124;656;1; ; ;124;3;3;3
2005;4;;;;6;1;;;1963;5;4;101;15;2; ; ;101;42;42;2
2005;9;;;;4;1;;;1987;9;9;711;600;1; ; ;111;17;18;2
2005;3;;;;5;1;;;1993;8;3;711;8;1; ; ;101;11;12;2
2005;3;;;;9;1;;;1969;9;3;101;600;2; ; ;101;36;36;3
2005;9;;;;3;1;;;2004;1;9;711;15;1; ; ;416;0;1;1
2005;4;;;;6;1;;;1991;9;4;711;650;1;1;1;414;14;14;2
2005;6;;;;8;1;;;1989;9;6;124;304;1; ; ;124;16;16;3
2005;6;;;;8;1;;;1996;1;6;711;11;1; ; ;101;8;9;3
2005;4;;;;6;1;;;1991;5;4;711;13;1; ; ;101;13;14;2
2005;6;;;;8;1;;;1994;9;6;124;600;1; ; ;124;10;11;3
2005;3;;;;5;1;;;1973;8;3;101;8;1; ; ;101;31;32;2
2005;3;;;;4;1;;;1993;1;3;711;8;1; ; ;101;11;12;2
2005;9;;;;12;1;;;1959;5;9;101;13;4; ; ;101;46;46;4
2005;7;;;;12;1;;;1950;9;7;101;13;2; ; ;101;55;55;4
2005;6;;;;8;1;;;1981;8;6;417;8;1; ; ;417;24;24;3
2005;4;;;;6;1;;;1995;1;4;711;13;1; ; ;120;10;10;2
2005;9;;;;4;1;;;1957;9;9;101;13;2; ; ;101;47;48;2
2005;9;;;;4;1;;;1972;9;9;413;600;1; ; ;413;32;33;2
2005;3;;;;6;1;;;1976;5;3;160;13;2; ; ;101;29;29;2
2005;4;;;;6;1;;;1961;5;4;101;13;2; ; ;101;43;44;2
2005;7;;;;12;1;;;1996;1;7;416;8;1; ; ;416;9;9;4
2005;7;;;;12;1;;;1970;9;7;111;220;2; ; ;111;35;35;4
2005;4;;;;6;1;;;1986;5;4;101;13;1; ; ;101;19;19;2
2005;3;;;;1;1;;;1989;5;3;711;15;1; ; ;101;15;16;1
2005;3;;;;7;1;;;1976;8;3;111;8;2; ; ;111;28;29;3
2005;9;;;;5;1;;;1959;9;9;120;14;2; ; ;120;46;46;2
2005;4;;;;6;1;;;1965;5;4;160;13;2; ; ;101;39;40;2
2005;9;;;;4;1;;;1983;9;9;101;15;1; ; ;101;21;22;2
2005;6;;;;8;1;;;1990;5;6;711;15;1; ; ;101;15;15;3
2005;6;;;;8;1;;;1993;1;6;711;13;1; ; ;101;11;12;3
2005;9;;;;6;1;;;1998;1;9;711;13;1; ; ;101;7;7;2
2005;3;;;;9;1;;;1998;1;3;711;8;1; ; ;101;7;7;3
2005;3;;;;9;1;;;1959;8;3;101;8;2; ; ;101;46;46;3
2005;9;;;;2;1;;;1971;9;9;101;13;4; ; ;101;33;34;1
2005;3;;;;8;1;;;1969;5;3;101;14;2; ; ;101;36;36;3
2005;3;;;;6;1;;;1984;8;3;101;8;1; ; ;101;21;21;2
2005;6;;;;8;1;;;1972;5;6;101;13;2; ; ;101;33;33;3
2005;6;;;;8;1;;;1990;9;6;711;46;1; ; ;417;14;15;3
2005;9;;;;6;1;;;1986;9;9;101;15;1; ; ;101;18;19;2
2005;6;;;;8;1;;;1973;5;6;101;13;2; ; ;101;32;32;3
2005;4;;;;6;1;;;1967;5;4;101;15;2; ; ;101;38;38;2
2005;4;;;;6;1;;;1968;5;4;101;13;2; ; ;101;36;37;2
2005;9;;;;3;1;;;1987;1;9;712;15;1; ; ;101;17;18;1
2005;3;;;;2;1;;;1971;5;3;101;13;2; ; ;101;33;34;1
2005;6;;;;8;1;;;1990;8;6;124;8;1; ; ;124;14;15;3
2005;6;;;;8;1;;;1967;5;6;101;13;4; ; ;101;38;38;3
2005;3;;;;7;1;;;1986;1;3;101;8;1; ; ;101;19;19;3
2005;9;;;;6;1;;;1972;9;9;414;15;2;1;1;414;33;33;2
2005;6;;;;8;1;;;1970;5;6;101;13;2; ; ;101;34;35;3
2005;6;;;;8;1;;;2003;1;6;711;13;1; ; ;101;2;2;3
2005;4;;;;6;1;;;1996;1;4;711;14;1; ; ;101;8;9;2
2005;9;;;;3;1;;;1956;9;9;101;13;2; ; ;101;48;49;1
2005;3;;;;3;1;;;1975;8;3;101;8;4; ; ;101;29;30;1
2005;3;;;;10;1;;;1991;5;3;711;13;1; ; ;101;14;14;4
2005;4;;;;6;1;;;1992;1;4;711;11;1; ; ;120;12;13;2
2005;9;;;;11;1;;;1963;5;9;101;13;4; ; ;101;42;42;4
2005;4;;;;6;1;;;1969;2;4;111;2;2; ; ;111;36;36;2
2005;3;;;;11;1;;;1978;5;3;101;13;2; ; ;101;27;27;4
2005;3;;;;4;1;;;1970;8;3;101;8;2; ; ;101;34;35;2
2005;4;;;;6;1;;;2003;1;4;711;304;1; ; ;101;1;2;2
2005;6;;;;9;1;;;1995;1;6;711;8;1; ; ;101;10;10;3
2005;4;;;;6;1;;;1965;5;4;101;13;2; ; ;101;40;40;2
2005;9;;;;3;1;;;1933;9;9;121;15;2; ; ;121;71;72;1
2005;4;;;;6;1;;;2000;1;4;711;13;1; ; ;101;4;5;2
2005;6;;;;9;1;;;1996;8;6;711;8;1; ; ;101;8;9;3
2005;4;;;;6;1;;;1996;1;4;712;14;1; ; ;120;9;9;2
2005;4;;;;6;1;;;1998;1;4;711;8;1; ; ;120;7;7;2
2005;9;;;;11;1;;;1964;9;9;101;656;2; ; ;101;41;41;4
2005;3;;;;6;1;;;1968;5;3;101;13;2; ; ;101;36;37;2
2005;9;;;;5;1;;;1978;9;9;101;11;1; ; ;101;27;27;2
2005;3;;;;10;1;;;1976;8;3;111;8;2; ; ;111;29;29;4
2005;6;;;;9;1;;;2000;1;6;711;15;1; ; ;101;5;5;3
2005;6;;;;9;1;;;1952;9;6;101;653;2; ; ;101;53;53;3
2005;4;;;;6;1;;;2000;1;4;711;8;1; ; ;120;5;5;2
2005;9;;;;1;1;;;1962;8;9;101;8;2; ; ;101;42;43;1
2005;9;;;;3;1;;;1999;1;9;711;13;1; ; ;101;5;6;1
2005;3;;;;4;1;;;1989;5;3;711;13;1; ; ;101;15;16;2
2005;6;;;;9;1;;;1963;5;6;417;15;2; ; ;417;41;42;3
2005;4;;;;6;1;;;1948;5;4;121;13;2; ; ;121;56;57;2
2005;3;;;;6;1;;;1997;1;3;711;13;1; ; ;101;7;8;2
2005;3;;;;4;1;;;2002;1;3;711;8;1; ; ;101;2;3;2
2005;3;;;;4;1;;;1987;8;3;711;8;1; ; ;101;17;18;2
2005;9;;;;8;1;;;1999;1;9;711;650;1;1;1;414;6;6;3
2005;3;;;;5;1;;;1998;1;3;711;13;1; ; ;101;6;7;2
2005;6;;;;9;1;;;1969;5;6;101;13;2; ; ;101;35;36;3
2005;4;;;;6;1;;;1965;5;4;120;11;2; ; ;120;40;40;2
2005;3;;;;9;1;;;1991;1;3;711;8;1; ; ;101;13;14;3
2005;4;;;;6;1;;;1998;1;4;711;11;1; ; ;120;6;7;2
2005;6;;;;9;1;;;1989;8;6;711;8;1; ; ;101;15;16;3
2005;9;;;;1;1;;;1978;9;9;111;751;2; ; ;111;26;27;1
2005;9;;;;1;1;;;2001;1;9;711;13;1; ; ;101;3;4;1
2005;4;;;;6;1;;;1973;5;4;111;13;2; ; ;111;31;32;2
2005;3;;;;8;1;;;1985;8;3;101;8;1; ; ;101;20;20;3
2005;6;;;;9;1;;;1982;5;6;101;13;1; ; ;101;22;23;3
2005;3;;;;5;1;;;2003;1;3;711;13;1; ; ;101;1;2;2
2005;3;;;;11;1;;;1964;5;3;101;15;2; ; ;101;41;41;4
2005;9;;;;1;1;;;1967;8;9;160;8;2; ; ;101;37;38;1
2005;6;;;;9;1;;;1991;5;6;711;15;1; ; ;101;13;14;3
2005;4;;;;7;1;;;1968;5;4;101;14;2; ; ;101;37;37;3
2005;4;;;;7;1;;;1969;8;4;120;8;2; ; ;120;36;36;3
2005;9;;;;9;1;;;1957;9;9;101;302;2; ; ;101;47;48;3
2005;3;;;;4;1;;;1986;8;3;101;8;1; ; ;101;19;19;2
2005;3;;;;4;1;;;1992;1;3;711;8;1; ; ;101;12;13;2
2005;3;;;;9;1;;;1959;9;3;101;41;2; ; ;101;45;46;3
2005;4;;;;7;1;;;1994;1;4;711;8;1; ; ;101;11;11;3
2005;9;;;;1;1;;;1956;9;9;101;39;2; ; ;101;48;49;1
2005;9;;;;1;1;;;1990;9;9;711;13;1; ; ;101;14;15;1
2005;3;;;;9;1;;;1958;8;3;101;8;2; ; ;101;46;47;3
2005;6;;;;9;1;;;1999;1;6;711;8;1; ; ;111;5;6;3
2005;6;;;;9;1;;;1994;5;6;711;15;1; ; ;101;10;11;3
2005;4;;;;7;1;;;1976;5;4;101;11;2; ; ;101;29;29;3
2005;4;;;;7;1;;;1993;1;4;711;13;1; ; ;101;11;12;3
2005;6;;;;9;1;;;1948;5;6;101;13;2; ; ;101;57;57;3
2005;6;;;;9;1;;;1969;8;6;101;8;4; ; ;101;36;36;3
2005;3;;;;4;1;;;1953;9;3;101;39;2; ; ;101;51;52;2
2005;9;;;;2;1;;;1960;8;9;101;8;2; ; ;101;44;45;1
2005;9;;;;4;1;;;1959;9;9;101;13;2; ; ;101;46;46;2
2005;9;;;;3;1;;;2000;1;9;711;8;1; ; ;101;4;5;1
2005;3;;;;3;1;;;1982;5;3;101;13;1; ; ;101;22;23;1
2005;6;;;;9;1;;;1973;5;6;417;15;2;1;1;417;32;32;3
2005;4;;;;7;1;;;1979;5;4;111;15;2;1;1;111;25;26;3
2005;4;;;;7;1;;;1994;1;4;711;15;1; ; ;101;11;11;3
2005;6;;;;9;1;;;2004;9;6;124;220;1; ; ;124;0;1;3
2005;3;;;;10;1;;;1970;8;3;101;8;2; ; ;101;35;35;4
2005;3;;;;7;1;;;1975;8;3;101;8;2; ; ;101;30;30;3
2005;4;;;;7;1;;;1958;5;4;101;15;2; ; ;101;46;47;3
2005;3;;;;8;1;;;1998;1;3;711;8;1; ; ;101;7;7;3
2005;3;;;;5;1;;;1994;1;3;711;15;1; ; ;101;11;11;2
2005;4;;;;7;1;;;1989;5;4;711;15;1; ; ;101;15;16;3
2005;6;;;;9;1;;;1971;5;6;417;15;2;1;1;417;34;34;3
2005;6;;;;9;1;;;1999;1;6;711;15;1;1;1;417;6;6;3
2005;4;;;;7;1;;;1993;9;4;711;600;1; ; ;111;11;12;3
2005;3;;;;6;1;;;1967;9;3;111;205;2; ; ;111;37;38;2
2005;9;;;;2;1;;;1990;8;9;124;8;1; ; ;124;14;15;1
2005;6;;;;9;1;;;1949;5;6;120;13;2; ; ;120;56;56;3
2005;6;;;;9;1;;;1990;5;6;711;15;1; ; ;101;15;15;3
2005;4;;;;7;1;;;1996;1;4;711;13;1; ; ;101;9;9;3
2005;3;;;;2;1;;;1989;9;3;711;600;1; ; ;101;15;16;1
2005;3;;;;12;1;;;1958;8;3;101;8;2; ; ;101;47;47;4
2005;9;;;;8;1;;;1990;5;9;711;13;1; ; ;101;14;15;3
2005;4;;;;7;1;;;1976;5;4;101;15;2; ; ;101;29;29;3
2005;6;;;;9;1;;;1991;5;6;711;13;1; ; ;101;14;14;3
2005;4;;;;7;1;;;2003;1;4;711;15;1; ; ;101;2;2;3
2005;3;;;;4;1;;;1976;5;3;160;13;2; ; ;101;28;29;2
2005;9;;;;2;1;;;2000;1;9;124;15;1; ; ;124;4;5;1
2005;9;;;;2;1;;;1963;8;9;101;8;2; ; ;101;41;42;1
2005;6;;;;9;1;;;1955;5;6;101;13;2; ; ;101;50;50;3
2005;9;;;;1;1;;;1991;1;9;711;8;1; ; ;101;13;14;1
2005;3;;;;12;1;;;1977;8;3;111;8;2; ; ;111;28;28;4
2005;4;;;;7;1;;;1965;5;4;101;15;2; ; ;101;40;40;3
2005;6;;;;9;1;;;1997;1;6;711;8;1; ; ;101;8;8;3
2005;9;;;;6;1;;;1970;9;9;160;39;2; ; ;101;34;35;2
2005;3;;;;3;1;;;1987;5;3;711;13;1; ; ;101;17;18;1
2005;6;;;;9;1;;;1992;1;6;711;41;1; ; ;101;13;13;3
2005;4;;;;7;1;;;1995;1;4;711;8;1; ; ;101;9;10;3
2005;4;;;;7;1;;;1998;1;4;711;11;1; ; ;120;6;7;3
2005;6;;;;9;1;;;1958;8;6;101;8;2; ; ;101;47;47;3
2005;4;;;;7;1;;;1947;5;4;120;15;2; ; ;120;57;58;3
2005;9;;;;5;1;;;1979;8;9;111;8;2; ; ;111;25;26;2
2005;9;;;;2;1;;;1966;9;9;101;14;2; ; ;101;38;39;1
2005;6;;;;9;1;;;1956;5;6;101;13;2; ; ;101;49;49;3
2005;4;;;;7;1;;;1978;8;4;111;8;2; ; ;111;27;27;3
2005;4;;;;7;1;;;1991;1;4;711;13;1; ; ;101;13;14;3
2005;6;;;;9;1;;;1959;5;6;160;13;2; ; ;101;46;46;3
2005;3;;;;2;1;;;1961;5;3;101;15;2; ; ;101;43;44;1
2005;3;;;;2;1;;;2000;5;3;711;15;1; ; ;101;4;5;1
2005;9;;;;2;1;;;1975;8;9;101;8;1; ; ;101;29;30;1
2005;6;;;;9;1;;;1997;1;6;711;13;1; ; ;101;8;8;3
2005;6;;;;9;1;;;1950;5;6;101;15;2; ; ;101;55;55;3
2005;9;;;;5;1;;;2005;1;9;711;13;1; ; ;101;0;0;2
2005;9;;;;6;1;;;1963;2;9;106;2;2; ; ;106;42;42;2
2005;3;;;;7;1;;;1991;1;3;711;8;1; ; ;101;14;14;3
2005;6;;;;9;1;;;1998;1;6;711;11;1; ; ;101;7;7;3
2005;4;;;;7;1;;;2001;1;4;711;15;1;1;1;414;3;4;3
2005;4;;;;7;1;;;1939;5;4;120;15;2; ; ;120;65;66;3
2005;3;;;;11;1;;;1967;5;3;101;14;4; ; ;101;38;38;4
2005;9;;;;5;1;;;1992;9;9;711;357;1;1;1;414;13;13;2
2005;4;;;;7;1;;;1983;5;4;101;13;1; ; ;101;21;22;3
2005;6;;;;10;1;;;1978;8;6;111;8;2; ; ;111;27;27;4
2005;6;;;;10;1;;;1981;8;6;417;8;2;1;1;417;24;24;4
2005;4;;;;7;1;;;1967;5;4;101;11;2; ; ;101;38;38;3
2005;9;;;;1;1;;;1972;9;9;111;205;2; ; ;111;32;33;1
2005;3;;;;7;1;;;1953;5;3;101;13;2; ; ;101;51;52;3
2005;9;;;;2;1;;;1987;9;9;101;11;1; ; ;101;17;18;1
2005;4;;;;7;1;;;1952;5;4;101;13;2; ; ;101;53;53;3
2005;4;;;;7;1;;;1980;5;4;101;13;2; ; ;101;24;25;3
2005;6;;;;10;1;;;2000;1;6;711;41;1; ; ;101;4;5;4
2005;9;;;;1;1;;;1963;8;9;101;8;2; ; ;101;41;42;1
2005;3;;;;12;1;;;1999;9;3;711;312;1; ; ;111;6;6;4
2005;3;;;;5;1;;;1997;8;3;711;8;1; ; ;101;7;8;2
2005;9;;;;9;1;;;1968;8;9;101;8;2; ; ;101;37;37;3
2005;4;;;;7;1;;;1962;5;4;120;15;2; ; ;120;43;43;3
2005;4;;;;7;1;;;1999;1;4;711;8;1; ; ;101;5;6;3
2005;6;;;;10;1;;;1966;9;6;101;662;2; ; ;101;39;39;4
2005;6;;;;10;1;;;1965;5;6;101;13;2; ; ;101;39;40;4
2005;4;;;;7;1;;;1959;5;4;101;13;2; ; ;101;45;46;3
2005;9;;;;11;1;;;1981;5;9;111;15;2; ; ;111;23;24;4
2005;3;;;;2;1;;;1963;5;3;101;15;2; ; ;101;41;42;1
2005;6;;;;10;1;;;1991;5;6;711;13;1; ; ;101;14;14;4
2005;4;;;;7;1;;;1967;5;4;160;13;2; ; ;101;37;38;3
2005;3;;;;2;1;;;1995;1;3;711;15;1; ; ;101;9;10;1
2005;3;;;;11;1;;;1972;8;3;101;8;2; ; ;101;33;33;4
2005;9;;;;2;1;;;1972;9;9;101;11;1; ; ;101;33;33;1
