BJ;EBDL;OB;PERSNR;WTT;WMM;GESCHL;GEBTT;GEBMM;GEBJJJJ;GEBLAND;WGEM;PAR;BSTAAT;FAMST;KONVFL;KONVFL_A;PAR_A;ALTER;ALT31;BERQ
2005;9;;;;11;1;;;1971;9;9;101;600;2; ; ;101;34;34;4
2005;9;;;;11;1;;;2000;1;9;711;13;1; ; ;101;5;5;4
2005;9;;;;5;1;;;1993;9;9;711;15;1; ; ;417;12;12;2
2005;9;;;;7;1;;;2002;1;9;124;205;1; ; ;124;3;3;3
2005;9;;;;9;1;;;1958;9;9;101;41;4; ; ;101;46;47;3
2005;9;;;;11;1;;;1985;9;9;711;41;1; ; ;101;20;20;4
2005;9;;;;10;1;;;1964;9;9;160;41;2; ; ;101;41;41;4
2005;9;;;;12;1;;;1997;1;9;711;15;1; ; ;101;8;8;4
2005;9;;;;12;1;;;1957;5;9;101;11;2; ; ;101;48;48;4
2005;9;;;;12;1;;;1967;9;9;101;15;2; ; ;101;38;38;4
2005;9;;;;7;1;;;1987;3;9;711;16;1; ; ;111;17;18;3
2005;9;;;;7;1;;;1978;9;9;101;15;1; ; ;101;26;27;3
2005;9;;;;5;1;;;1963;9;9;160;657;2;1;1;414;42;42;2
2005;9;;;;6;1;;;1999;1;9;711;11;1; ; ;101;5;6;2
2005;9;;;;9;1;;;1961;9;9;111;304;2; ; ;111;43;44;3
2005;9;;;;4;1;;;1975;9;9;101;11;1; ; ;101;29;30;2
2005;9;;;;3;1;;;1973;9;9;111;205;2; ; ;111;31;32;1
2005;9;;;;3;1;;;1988;9;9;711;15;1; ; ;101;17;17;1
2005;9;;;;11;1;;;1962;9;9;101;656;2; ; ;101;43;43;4
2005;9;;;;7;1;;;1987;9;9;124;653;1; ; ;124;17;18;3
2005;9;;;;4;1;;;2004;1;9;711;11;1; ; ;101;0;1;2
2005;9;;;;8;1;;;1976;9;9;414;15;2;1;1;414;29;29;3
2005;9;;;;8;1;;;1988;5;9;711;13;1; ; ;101;16;17;3
2005;9;;;;5;1;;;1988;9;9;711;657;1;1;1;414;16;17;2
2005;9;;;;3;1;;;1967;9;9;101;657;2; ; ;101;37;38;1
2005;9;;;;10;1;;;1958;9;9;111;357;2; ; ;111;47;47;4
2005;9;;;;10;1;;;1964;9;9;101;15;2; ; ;101;41;41;4
2005;9;;;;9;1;;;1990;5;9;711;13;1; ; ;101;15;15;3
2005;9;;;;11;1;;;1985;9;9;101;15;1; ; ;101;20;20;4
2005;9;;;;9;1;;;1985;5;9;101;13;1; ; ;101;19;20;3
2005;9;;;;4;1;;;1977;9;9;111;201;2; ; ;111;28;28;2
2005;9;;;;4;1;;;1972;9;9;111;657;2; ; ;111;32;33;2
2005;9;;;;8;1;;;1972;1;9;101;13;1; ; ;101;33;33;3
2005;9;;;;8;1;;;1965;5;9;101;13;1; ; ;101;39;40;3
2005;9;;;;7;1;;;1977;9;9;101;15;2; ; ;101;28;28;3
2005;9;;;;9;1;;;1980;9;9;101;997;1; ; ;101;25;25;3
2005;9;;;;8;1;;;1979;9;9;111;15;2; ; ;111;25;26;3
2005;9;;;;6;1;;;1962;9;9;101;15;4; ; ;101;43;43;2
2005;9;;;;7;1;;;1967;9;9;101;15;2; ; ;101;38;38;3
2005;9;;;;10;1;;;1980;9;9;417;754;1; ; ;417;24;25;4
2005;9;;;;11;1;;;1974;9;9;111;15;2; ; ;111;31;31;4
2005;9;;;;8;1;;;1988;5;9;711;13;1; ; ;101;17;17;3
2005;9;;;;9;1;;;1960;5;9;101;13;2; ; ;101;45;45;3
2005;9;;;;11;1;;;1972;9;9;414;650;2;1;1;414;33;33;4
2005;9;;;;8;1;;;1979;5;9;111;13;2; ; ;111;26;26;3
2005;9;;;;10;1;;;1976;9;9;414;657;2;1;1;414;29;29;4
2005;9;;;;7;1;;;1971;5;9;111;11;2; ; ;111;34;34;3
2005;9;;;;9;1;;;1968;9;9;111;706;2; ; ;111;37;37;3
2005;9;;;;9;1;;;1988;1;9;101;8;1; ; ;101;17;17;3
2005;9;;;;7;1;;;1996;9;9;124;656;1; ; ;124;8;9;3
2005;9;;;;9;1;;;1966;5;9;101;14;4; ; ;101;39;39;3
2005;9;;;;6;1;;;1950;9;9;111;15;2; ; ;111;55;55;2
2005;9;;;;12;1;;;1960;9;9;101;15;2; ; ;101;45;45;4
2005;9;;;;7;1;;;1986;5;9;101;11;1; ; ;101;19;19;3
2005;9;;;;10;1;;;1989;1;9;711;15;1; ; ;121;16;16;4
2005;9;;;;10;1;;;2000;1;9;124;453;1; ; ;124;5;5;4
2005;9;;;;9;1;;;1999;1;9;124;656;1; ; ;124;5;6;3
2005;9;;;;11;1;;;1993;1;9;711;15;1; ; ;101;12;12;4
2005;9;;;;11;1;;;1982;1;9;101;15;1; ; ;101;23;23;4
2005;9;;;;12;1;;;1997;1;9;711;15;1; ; ;101;8;8;4
2005;9;;;;11;1;;;1971;1;9;160;15;2; ; ;101;34;34;4
2005;9;;;;12;1;;;1991;1;9;712;15;1; ; ;101;13;14;4
2005;9;;;;10;1;;;1988;9;9;711;15;1; ; ;120;17;17;4
2005;9;;;;10;1;;;2002;1;9;711;558;1; ; ;101;3;3;4
2005;9;;;;12;1;;;1986;1;9;101;15;1; ; ;101;19;19;4
2005;9;;;;11;1;;;1999;1;9;711;662;1; ; ;111;6;6;4
2005;9;;;;12;1;;;1976;9;9;417;15;1; ; ;417;29;29;4
2005;9;;;;12;1;;;1960;5;9;101;14;2; ; ;101;45;45;4
2005;9;;;;12;1;;;2004;1;9;711;14;1; ; ;101;1;1;4
2005;9;;;;9;1;;;1989;5;9;711;13;1; ; ;101;16;16;3
2005;9;;;;9;1;;;1988;9;9;711;41;1; ; ;101;17;17;3
2005;9;;;;7;1;;;1962;9;9;120;15;4; ; ;120;43;43;3
2005;9;;;;5;1;;;1974;9;9;111;205;2; ; ;111;30;31;2
2005;9;;;;8;1;;;1974;9;9;111;205;2; ; ;111;31;31;3
2005;9;;;;6;1;;;1991;1;9;101;15;1; ; ;101;14;14;2
2005;9;;;;10;1;;;1960;5;9;101;13;2; ; ;101;45;45;4
2005;9;;;;8;1;;;1983;1;9;101;15;2; ; ;101;22;22;3
2005;9;;;;11;1;;;1988;1;9;711;15;1; ; ;101;17;17;4
2005;9;;;;12;1;;;1988;9;9;711;41;1; ; ;101;17;17;4
2005;9;;;;11;1;;;1977;9;9;101;657;1; ; ;101;28;28;4
2005;9;;;;5;1;;;1987;1;9;711;8;1; ; ;101;17;18;2
2005;9;;;;5;1;;;1971;8;9;111;8;2; ; ;111;33;34;2
2005;9;;;;4;1;;;1981;1;9;120;8;1; ; ;120;24;24;2
2005;9;;;;11;1;;;2005;1;9;711;8;1; ; ;101;0;0;4
2005;9;;;;6;1;;;1970;8;9;111;8;2; ; ;111;35;35;2
2005;9;;;;10;1;;;1992;1;9;711;13;1; ; ;101;13;13;4
2005;9;;;;4;1;;;2001;1;9;712;39;1; ; ;415;3;4;2
2005;9;;;;7;1;;;1963;8;9;111;8;2; ; ;111;42;42;3
2005;9;;;;8;1;;;1999;1;9;711;8;1; ; ;101;6;6;3
2005;9;;;;7;1;;;1958;8;9;101;8;4; ; ;101;47;47;3
2005;9;;;;12;1;;;1973;9;9;111;312;2; ; ;111;32;32;4
2005;9;;;;5;1;;;1992;8;9;124;8;1; ; ;124;13;13;2
2005;9;;;;9;1;;;1973;8;9;413;8;2; ; ;413;31;32;3
2005;9;;;;11;1;;;1984;9;9;414;204;1;1;1;414;21;21;4
2005;9;;;;6;1;;;1992;8;9;124;8;1; ; ;124;13;13;2
2005;9;;;;7;1;;;1977;9;9;111;39;2; ; ;111;28;28;3
2005;9;;;;12;1;;;1995;1;9;711;41;1; ; ;101;10;10;4
2005;9;;;;12;1;;;1955;8;9;101;8;2; ; ;101;50;50;4
2005;9;;;;9;1;;;1989;9;9;124;15;1; ; ;124;16;16;3
2005;9;;;;9;1;;;1993;9;9;711;46;1; ; ;111;12;12;3
2005;9;;;;2;1;;;2004;9;9;711;11;1; ; ;101;0;1;1
2005;9;;;;8;1;;;1964;9;9;101;41;1; ; ;101;40;41;3
2005;9;;;;6;1;;;1993;1;9;711;15;1; ; ;101;12;12;2
2005;9;;;;12;1;;;1983;1;9;101;15;1; ; ;101;22;22;4
2005;9;;;;7;1;;;1988;9;9;124;15;1; ; ;124;16;17;3
2005;9;;;;5;1;;;1979;9;9;101;11;1; ; ;101;25;26;2
2005;9;;;;6;1;;;1968;9;9;160;15;2; ; ;120;37;37;2
2005;9;;;;8;1;;;1970;5;9;101;11;2; ; ;101;34;35;3
2005;9;;;;7;1;;;1991;9;9;711;15;1; ; ;111;13;14;3
2005;9;;;;8;1;;;1963;9;9;160;15;2; ; ;121;42;42;3
2005;9;;;;7;1;;;1981;9;9;101;44;1; ; ;101;24;24;3
2005;9;;;;6;1;;;1991;9;9;712;16;1; ; ;111;13;14;2
2005;9;;;;10;1;;;1964;9;9;160;15;2; ; ;101;41;41;4
2005;9;;;;8;1;;;1974;1;9;120;15;2; ; ;120;30;31;3
2005;9;;;;8;1;;;1959;5;9;101;11;2; ; ;101;46;46;3
2005;9;;;;7;1;;;1995;1;9;711;11;1; ; ;101;10;10;3
2005;9;;;;12;1;;;2004;9;9;124;15;1; ; ;124;1;1;4
2005;9;;;;11;1;;;1986;9;9;101;15;1; ; ;101;19;19;4
2005;9;;;;8;1;;;2001;1;9;711;11;1; ; ;101;4;4;3
2005;9;;;;8;1;;;1981;1;9;120;11;1; ; ;120;23;24;3
2005;9;;;;8;1;;;1966;9;9;111;23;2; ; ;111;39;39;3
2005;9;;;;9;1;;;1966;9;9;120;15;2; ; ;120;39;39;3
2005;9;;;;10;1;;;1940;5;9;160;11;2; ; ;101;64;65;4
2005;9;;;;11;1;;;2005;1;9;711;15;1; ; ;413;0;0;4
2005;9;;;;12;1;;;1956;9;9;120;15;2; ; ;120;49;49;4
2005;9;;;;10;1;;;1965;9;9;120;15;4; ; ;120;40;40;4
2005;9;;;;11;1;;;1972;9;9;111;15;2; ; ;111;33;33;4
2005;9;;;;12;1;;;1977;9;9;101;15;1; ; ;101;28;28;4
2005;9;;;;10;1;;;1973;9;9;111;600;2; ; ;111;32;32;4
2005;9;;;;4;1;;;1964;9;9;101;17;4; ; ;101;41;41;2
2005;9;;;;4;1;;;1980;1;9;120;15;1; ; ;120;24;25;2
2005;9;;;;5;1;;;1940;9;9;121;15;2; ; ;121;64;65;2
2005;9;;;;4;1;;;1994;9;9;124;11;1; ; ;124;10;11;2
2005;9;;;;10;1;;;1965;5;9;160;13;2; ; ;101;39;40;4
2005;9;;;;4;1;;;1958;9;9;101;653;2; ; ;101;46;47;2
2005;9;;;;5;1;;;1950;9;9;121;15;2; ; ;121;55;55;2
2005;9;;;;9;1;;;1947;9;9;101;662;2; ; ;101;58;58;3
2005;9;;;;5;1;;;1970;9;9;101;14;2; ; ;101;35;35;2
2005;9;;;;7;1;;;1971;5;9;101;14;2; ; ;101;33;34;3
2005;9;;;;7;1;;;1967;5;9;101;14;2; ; ;101;38;38;3
2005;9;;;;6;1;;;1970;9;9;111;200;2; ; ;111;34;35;2
2005;9;;;;10;1;;;1943;9;9;121;15;2; ; ;121;62;62;4
2005;9;;;;8;1;;;1992;1;9;711;15;1; ; ;101;13;13;3
2005;9;;;;7;1;;;1988;9;9;712;15;1; ; ;101;17;17;3
2005;9;;;;9;1;;;1947;9;9;111;15;2; ; ;111;58;58;3
2005;9;;;;9;1;;;2005;1;9;124;223;1; ; ;124;0;0;3
2005;9;;;;8;1;;;1969;9;9;111;200;2; ; ;111;36;36;3
2005;9;;;;12;1;;;1998;1;9;711;15;1; ; ;120;7;7;4
2005;9;;;;10;1;;;1990;1;9;711;15;1; ; ;101;14;15;4
2005;9;;;;12;1;;;1980;1;9;120;15;1; ; ;120;25;25;4
2005;9;;;;8;1;;;1945;8;9;101;8;2; ; ;101;60;60;3
2005;9;;;;2;1;;;1964;9;9;413;14;2; ; ;413;41;41;1
2005;9;;;;9;1;;;1990;8;9;124;8;1; ; ;124;15;15;3
2005;9;;;;4;1;;;1951;9;9;121;15;2; ; ;121;53;54;2
2005;9;;;;10;1;;;1987;5;9;711;11;1; ; ;101;18;18;4
2005;9;;;;8;1;;;1999;9;9;711;15;1; ; ;417;5;6;3
2005;9;;;;10;1;;;1956;5;9;101;13;4; ; ;101;49;49;4
2005;9;;;;4;1;;;1961;9;9;101;41;4; ; ;101;43;44;2
2005;9;;;;4;1;;;1949;9;9;120;14;2; ; ;120;55;56;2
2005;9;;;;4;1;;;1970;9;9;101;41;2; ; ;101;35;35;2
2005;9;;;;4;1;;;1956;9;9;101;15;2; ; ;101;48;49;2
2005;9;;;;5;1;;;1944;9;9;121;15;2; ; ;121;60;61;2
2005;9;;;;5;1;;;1969;9;9;101;15;1; ; ;101;35;36;2
2005;9;;;;6;1;;;1989;1;9;711;8;1; ; ;120;15;16;2
2005;9;;;;2;1;;;1970;9;9;111;200;2; ; ;111;34;35;1
2005;9;;;;5;1;;;1996;1;9;712;15;1; ; ;101;8;9;2
2005;9;;;;6;1;;;1954;8;9;101;8;2; ; ;101;50;51;2
2005;9;;;;3;1;;;1964;9;9;101;41;2; ; ;101;40;41;1
2005;9;;;;6;1;;;2001;1;9;711;8;1; ; ;101;4;4;2
2005;9;;;;6;1;;;1956;8;9;160;8;2; ; ;101;49;49;2
2005;9;;;;4;1;;;1998;1;9;711;15;1; ; ;413;6;7;2
2005;9;;;;3;1;;;1975;9;9;111;14;2; ; ;111;29;30;1
2005;9;;;;6;1;;;1973;9;9;101;14;2; ; ;101;31;32;2
2005;9;;;;10;1;;;1996;1;9;712;13;1; ; ;101;8;9;4
2005;9;;;;6;1;;;1991;1;9;711;15;1; ; ;101;13;14;2
2005;9;;;;9;1;;;1943;8;9;101;8;2; ; ;101;62;62;3
2005;9;;;;4;1;;;2000;1;9;711;657;1; ; ;101;4;5;2
2005;9;;;;3;1;;;1998;1;9;711;14;1; ; ;101;6;7;1
2005;9;;;;11;1;;;1973;5;9;101;13;2; ; ;101;32;32;4
2005;9;;;;12;1;;;1997;1;9;711;41;1; ; ;417;8;8;4
2005;9;;;;4;1;;;1954;8;9;101;8;2; ; ;101;50;51;2
2005;9;;;;6;1;;;2003;1;9;712;14;1; ; ;101;2;2;2
2005;9;;;;3;1;;;1934;9;9;121;15;3; ; ;121;71;71;1
2005;9;;;;11;1;;;1969;9;9;111;303;2; ; ;111;36;36;4
2005;9;;;;6;1;;;1980;9;9;101;15;2; ; ;101;24;25;2
2005;9;;;;8;1;;;1966;8;9;101;8;2; ; ;101;39;39;3
2005;9;;;;5;1;;;1979;9;9;111;15;2; ; ;111;26;26;2
2005;9;;;;8;1;;;1959;8;9;101;8;4; ; ;101;46;46;3
2005;9;;;;8;1;;;1987;8;9;711;8;1; ; ;101;17;18;3
2005;9;;;;8;1;;;2003;1;9;711;8;1; ; ;101;2;2;3
2005;9;;;;7;1;;;2000;1;9;712;15;1; ; ;101;5;5;3
2005;9;;;;5;1;;;2004;9;9;124;702;1; ; ;124;0;1;2
2005;9;;;;7;1;;;1987;5;9;711;13;1; ; ;101;17;18;3
2005;9;;;;9;1;;;1966;8;9;101;8;2; ; ;101;39;39;3
2005;9;;;;5;1;;;1975;9;9;111;14;2; ; ;111;30;30;2
2005;9;;;;7;1;;;1996;9;9;711;662;1; ; ;101;8;9;3
2005;9;;;;5;1;;;1995;1;9;711;11;1; ; ;101;9;10;2
2005;9;;;;7;1;;;1952;9;9;101;39;2; ; ;101;53;53;3
2005;9;;;;5;1;;;2005;1;9;124;41;1; ; ;124;0;0;2
2005;9;;;;7;1;;;1978;9;9;101;39;1; ; ;101;27;27;3
2005;9;;;;8;1;;;1948;9;9;121;15;2; ; ;121;56;57;3
2005;9;;;;8;1;;;2003;8;9;124;8;1; ; ;124;2;2;3
2005;9;;;;12;1;;;1974;9;9;111;762;2; ; ;111;31;31;4
2005;9;;;;9;1;;;1989;5;9;711;13;1; ; ;101;15;16;3
2005;9;;;;8;1;;;1994;9;9;711;200;1; ; ;111;11;11;3
2005;9;;;;9;1;;;1969;9;9;414;657;4;1;1;414;36;36;3
2005;9;;;;12;1;;;1982;8;9;111;8;2; ; ;111;23;23;4
2005;9;;;;9;1;;;1978;9;9;111;662;2; ; ;111;26;27;3
2005;9;;;;12;1;;;2003;1;9;712;8;1; ; ;101;2;2;4
2005;9;;;;9;1;;;1947;9;9;101;41;2; ; ;101;57;58;3
2005;9;;;;9;1;;;1988;9;9;124;656;1; ; ;124;17;17;3
2005;9;;;;10;1;;;1966;5;9;101;14;2; ; ;101;39;39;4
2005;9;;;;9;1;;;2002;9;9;124;44;1; ; ;124;3;3;3
2005;9;;;;11;1;;;1946;9;9;121;15;4; ; ;121;59;59;4
2005;9;;;;11;1;;;2003;1;9;711;14;1; ; ;101;2;2;4
2005;9;;;;10;1;;;1998;1;9;711;15;1; ; ;101;7;7;4
2005;9;;;;10;1;;;1993;1;9;711;15;1; ; ;101;11;12;4
2005;9;;;;11;1;;;1963;9;9;101;15;2; ; ;101;42;42;4
2005;9;;;;10;1;;;1997;9;9;711;200;1; ; ;111;7;8;4
2005;9;;;;11;1;;;1960;9;9;101;41;2; ; ;101;45;45;4
2005;9;;;;11;1;;;1955;9;9;101;39;2; ; ;101;50;50;4
2005;9;;;;4;1;;;1988;8;9;124;8;1; ; ;124;16;17;2
2005;9;;;;5;1;;;1975;8;9;111;8;2; ; ;111;30;30;2
2005;9;;;;9;1;;;1976;1;9;120;15;2; ; ;120;29;29;3
2005;9;;;;3;1;;;1980;9;9;111;709;2; ; ;111;24;25;1
2005;9;;;;8;1;;;1964;8;9;111;8;2; ; ;111;41;41;3
2005;9;;;;7;1;;;1944;9;9;160;15;2; ; ;121;60;61;3
2005;9;;;;5;1;;;1974;8;9;101;8;4; ; ;101;31;31;2
2005;9;;;;5;1;;;1946;9;9;101;205;2; ; ;101;59;59;2
2005;9;;;;6;1;;;1986;9;9;417;14;1; ; ;417;18;19;2
2005;9;;;;8;1;;;2003;1;9;711;15;1; ; ;101;1;2;3
2005;9;;;;11;1;;;1960;8;9;121;8;4; ; ;121;45;45;4
2005;9;;;;8;1;;;2003;1;9;124;8;1; ; ;124;2;2;3
2005;9;;;;9;1;;;1970;9;9;101;15;2; ; ;101;35;35;3
2005;9;;;;8;1;;;1955;8;9;101;8;2; ; ;101;49;50;3
2005;9;;;;9;1;;;1973;1;9;413;41;1; ; ;413;31;32;3
2005;9;;;;9;1;;;1978;9;9;111;556;2; ; ;111;27;27;3
2005;9;;;;12;1;;;1946;5;9;101;14;2; ; ;101;59;59;4
2005;9;;;;5;1;;;1980;1;9;101;8;1; ; ;101;25;25;2
2005;9;;;;7;1;;;1954;8;9;101;8;2; ; ;101;51;51;3
2005;9;;;;4;1;;;1971;9;9;111;312;2; ; ;111;33;34;2
2005;9;;;;9;1;;;1999;1;9;711;8;1; ; ;120;6;6;3
2005;9;;;;9;1;;;1994;9;9;711;15;1; ; ;101;11;11;3
2005;9;;;;10;1;;;1989;8;9;101;8;1; ; ;101;16;16;4
2005;9;;;;5;1;;;1997;1;9;711;8;1; ; ;111;8;8;2
2005;9;;;;7;1;;;1988;8;9;711;8;1; ; ;101;17;17;3
2005;9;;;;11;1;;;1968;8;9;101;8;4; ; ;101;37;37;4
2005;9;;;;11;1;;;1996;8;9;711;8;1; ; ;101;9;9;4
2005;9;;;;8;1;;;1964;9;9;101;653;2; ; ;101;41;41;3
2005;9;;;;9;1;;;1981;8;9;111;8;2; ; ;111;24;24;3
2005;9;;;;12;1;;;1990;9;9;711;15;1; ; ;101;15;15;4
2005;9;;;;3;1;;;1952;9;9;101;15;2; ; ;101;52;53;1
2005;9;;;;3;1;;;1991;1;9;124;11;1; ; ;124;13;14;1
2005;9;;;;10;1;;;1952;5;9;111;13;2; ; ;111;53;53;4
2005;9;;;;11;1;;;1964;5;9;101;13;2; ; ;101;41;41;4
2005;9;;;;10;1;;;1961;5;9;101;13;4; ; ;101;44;44;4
2005;9;;;;11;1;;;1946;5;9;101;13;2; ; ;101;59;59;4
2005;9;;;;6;1;;;1987;1;9;711;15;1; ; ;120;17;18;2
2005;9;;;;12;1;;;1954;5;9;101;13;2; ; ;101;51;51;4
2005;9;;;;8;1;;;1970;9;9;111;15;2; ; ;111;35;35;3
2005;9;;;;11;1;;;1981;5;9;413;13;2; ; ;413;24;24;4
2005;9;;;;11;1;;;1994;1;9;712;41;1; ; ;101;11;11;4
2005;9;;;;11;1;;;1946;5;9;121;11;1; ; ;121;59;59;4
2005;9;;;;9;1;;;1960;9;9;101;601;2; ; ;101;45;45;3
2005;9;;;;11;1;;;1969;9;9;111;600;2; ; ;111;36;36;4
2005;9;;;;6;1;;;2005;9;9;124;283;1; ; ;124;0;0;2
2005;9;;;;9;1;;;1998;1;9;711;39;1; ; ;415;6;7;3
2005;9;;;;11;1;;;1978;1;9;111;8;2; ; ;111;27;27;4
2005;9;;;;8;1;;;1991;1;9;711;8;1; ; ;101;14;14;3
2005;9;;;;5;1;;;1981;1;9;120;8;1; ; ;120;23;24;2
2005;9;;;;12;1;;;1965;8;9;101;8;1; ; ;101;40;40;4
2005;9;;;;11;1;;;1959;8;9;101;8;2; ; ;101;45;46;4
2005;9;;;;10;1;;;1961;8;9;101;8;2; ; ;101;43;44;4
2005;9;;;;10;1;;;2004;1;9;711;8;1; ; ;101;1;1;4
2005;9;;;;5;1;;;1963;9;9;101;200;2; ; ;101;41;42;2
2005;9;;;;9;1;;;2001;1;9;711;8;1; ; ;101;4;4;3
2005;9;;;;9;1;;;1988;1;9;711;8;1; ; ;101;17;17;3
2005;9;;;;12;1;;;1990;8;9;711;8;1; ; ;101;15;15;4
2005;9;;;;2;1;;;1967;9;9;160;11;2; ; ;101;37;38;1
2005;9;;;;11;1;;;1982;5;9;101;13;2; ; ;101;23;23;4
2005;9;;;;6;1;;;1968;9;9;101;14;2; ; ;101;36;37;2
2005;9;;;;8;1;;;2004;9;9;124;702;1; ; ;124;0;1;3
2005;9;;;;8;1;;;1979;5;9;160;11;2; ; ;101;25;26;3
2005;9;;;;10;1;;;1983;1;9;120;15;1; ; ;120;22;22;4
2005;9;;;;11;1;;;1959;5;9;111;11;2; ; ;111;46;46;4
2005;2;;;;6;2;;;1956;5;2;101;13;2; ; ;101;48;49;2
2005;5;;;;2;2;;;1971;1;5;121;15;2; ; ;121;33;34;1
2005;7;;;;7;2;;;1966;5;7;101;15;2; ; ;101;39;39;3
2005;8;;;;11;2;;;1958;5;8;121;13;2; ; ;121;47;47;4
2005;8;;;;5;2;;;1973;8;8;160;8;2; ; ;120;31;32;2
2005;9;;;;7;2;;;1952;9;9;160;15;2; ; ;101;53;53;3
2005;7;;;;4;2;;;1997;1;7;711;15;1; ; ;101;8;8;2
2005;6;;;;1;2;;;1981;8;6;417;8;1; ; ;417;23;24;1
2005;4;;;;1;2;;;1996;1;4;711;8;1; ; ;101;8;9;1
2005;2;;;;5;2;;;1989;9;2;124;32;1; ; ;124;16;16;2
2005;2;;;;11;2;;;2003;1;2;711;13;1; ; ;101;2;2;4
2005;1;;;;6;2;;;1976;5;1;101;11;2; ; ;101;28;29;2
2005;6;;;;1;2;;;1969;9;6;160;41;2; ; ;101;35;36;1
2005;9;;;;2;2;;;1971;9;9;160;656;2; ; ;101;33;34;1
2005;8;;;;9;2;;;1994;1;8;711;8;1; ; ;101;11;11;3
2005;7;;;;5;2;;;1973;1;7;111;15;2; ; ;111;32;32;2
2005;6;;;;1;2;;;1970;5;6;101;13;1; ; ;101;34;35;1
2005;3;;;;8;2;;;1992;1;3;711;200;1; ; ;417;13;13;3
2005;3;;;;4;2;;;1998;1;3;711;15;1; ; ;101;7;7;2
2005;1;;;;6;2;;;1980;5;1;160;13;2; ; ;101;25;25;2
2005;9;;;;4;2;;;1992;9;0;711;997;1; ; ;111;12;13;2
2005;5;;;;2;2;;;1992;1;5;711;15;1; ; ;101;12;13;1
2005;5;;;;1;2;;;1999;1;5;711;8;1; ; ;101;5;6;1
2005;6;;;;1;2;;;1998;1;6;711;8;1; ; ;101;6;7;1
2005;4;;;;1;2;;;1982;5;4;101;15;1; ; ;101;22;23;1
2005;9;;;;4;2;;;1968;9;9;111;46;2; ; ;111;36;37;2
2005;9;;;;4;2;;;1999;1;9;711;13;1; ; ;101;5;6;2
2005;8;;;;5;2;;;1994;1;8;711;8;1; ; ;101;10;11;2
2005;7;;;;4;2;;;1997;1;7;711;8;1; ; ;101;8;8;2
2005;1;;;;2;2;;;1973;9;1;160;41;2; ; ;101;32;32;1
2005;1;;;;6;2;;;1960;3;1;111;16;2; ; ;111;45;45;2
2005;9;;;;9;2;;;1996;9;0;712;660;1; ; ;111;9;9;4
2005;3;;;;6;2;;;1969;8;3;160;8;2; ; ;101;36;36;2
2005;8;;;;12;2;;;1979;8;8;160;8;2; ; ;101;26;26;4
2005;9;;;;6;2;;;1960;9;9;160;600;2; ; ;101;44;45;2
2005;6;;;;1;2;;;1972;5;6;101;13;2; ; ;101;32;33;1
2005;5;;;;2;2;;;1971;5;5;160;11;2; ; ;101;33;34;1
2005;9;;;;4;2;;;2003;1;9;711;656;1; ; ;101;1;2;2
2005;8;;;;10;2;;;1980;1;8;120;8;1; ; ;120;25;25;4
2005;7;;;;6;2;;;2002;1;7;711;8;1; ; ;101;3;3;2
2005;1;;;;6;2;;;1980;1;1;160;8;2; ; ;101;24;25;2
2005;2;;;;11;2;;;1975;9;2;160;41;2; ; ;101;30;30;4
2005;1;;;;6;2;;;1965;5;1;101;13;2; ; ;101;39;40;2
2005;9;;;;2;2;;;1989;9;0;124;304;1; ; ;124;15;16;1
2005;8;;;;2;2;;;1968;5;8;160;13;2; ; ;101;36;37;1
2005;9;;;;5;2;;;1961;9;9;160;759;2; ; ;101;43;44;2
2005;5;;;;2;2;;;1997;1;5;711;41;1; ; ;101;7;8;1
2005;4;;;;1;2;;;1955;5;4;101;11;4; ; ;101;49;50;1
2005;4;;;;1;2;;;1965;8;4;101;8;2; ; ;101;39;40;1
2005;5;;;;2;2;;;1973;5;5;160;15;2; ; ;101;31;32;1
2005;9;;;;12;2;;;1956;5;9;101;13;4; ; ;101;49;49;4
2005;8;;;;3;2;;;1995;1;8;711;8;1; ; ;101;9;10;1
2005;9;;;;3;2;;;1962;9;0;111;408;2; ; ;111;42;43;1
2005;2;;;;6;2;;;1960;5;2;160;15;2; ; ;101;44;45;2
2005;3;;;;2;2;;;2003;1;3;711;8;1; ; ;101;1;2;1
2005;8;;;;12;2;;;1989;1;8;711;8;1; ; ;101;16;16;4
2005;9;;;;2;2;;;1987;9;9;711;14;1; ; ;101;17;18;1
2005;7;;;;11;2;;;1994;9;7;711;751;1;1;1;414;11;11;4
2005;4;;;;1;2;;;2004;1;4;711;8;1; ; ;101;1;1;1
2005;4;;;;1;2;;;1979;5;4;101;15;2; ; ;101;25;26;1
2005;7;;;;9;2;;;1982;8;7;160;8;2; ; ;101;23;23;3
2005;3;;;;12;2;;;1969;9;3;111;23;2; ; ;111;36;36;4
2005;9;;;;3;2;;;1987;9;0;124;304;1; ; ;124;17;18;1
2005;9;;;;2;2;;;1996;9;0;711;200;1; ; ;111;8;9;1
2005;1;;;;4;2;;;1971;9;1;160;657;2;1;1;414;34;34;2
2005;3;;;;7;2;;;1966;8;3;160;8;2; ; ;101;39;39;3
2005;7;;;;4;2;;;1965;8;7;160;8;2; ; ;101;40;40;2
2005;9;;;;4;2;;;1980;9;9;101;655;1; ; ;101;24;25;2
2005;4;;;;1;2;;;1984;9;4;101;39;1; ; ;101;20;21;1
2005;4;;;;1;2;;;1969;5;4;101;13;3; ; ;101;35;36;1
2005;5;;;;1;2;;;1985;8;5;711;8;1; ; ;101;19;20;1
